City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,luocheng,29.3848,104.0286,26.57,89,73,1.39,CN,1724261790
365,tryavna,42.8667,25.5,20.75,60,73,2.03,BG,1724261792
366,malango,-2.9627,119.9001,18.53,99,99,0.7,ID,1724261793
367,san andres,12.5847,-81.7006,31.01,74,40,7.2,CO,1724261794
368,kabinda,-6.1333,24.4833,24.77,20,93,2.28,CD,1724261795
369,flekkefjord,58.2971,6.6607,12.23,80,16,4.04,NO,1724261796
370,valkenswaard,51.3508,5.4597,19.57,61,100,2.06,NL,1724261797
371,mahibadhoo,3.7833,72.9667,27.71,78,86,5.79,MV,1724261799
372,walvis bay,-22.9575,14.5053,15.5,62,7,8.27,NA,1724261800
373,bayanhongor,46.7167,100.1167,11.02,85,100,1.05,MN,1724261801
374,revda,56.801,59.9303,8.79,96,87,1.69,RU,1724261802
375,kingscliff,-28.2667,153.5667,18.89,82,58,4.63,AU,1724261803
376,insuratei,44.9167,27.6,25.18,56,89,3.11,RO,1724261804
377,shimanovsk,52.0,127.7,16.44,53,100,2.2,RU,1724261805
378,enewetak,11.3474,162.3373,27.69,78,100,2.44,MH,1724261807
379,cyangugu,-2.4846,28.9075,19.9,61,100,0.72,RW,1724261808
380,perugorria,-29.3413,-58.6106,16.76,95,99,4.45,AR,1724261809
381,tura,25.5198,90.2201,24.23,98,100,2.59,IN,1724261810
382,luderitz,-26.6481,15.1594,17.63,63,0,10.23,NA,1724261811
383,allen,41.0706,-85.0144,22.21,42,20,2.06,US,1724261812
384,lichtenburg,-26.152,26.1597,15.01,16,0,2.56,ZA,1724261815
385,ramgarh,23.6333,85.5167,27.03,83,64,1.82,IN,1724261817
386,arkhangel'sk,64.5401,40.5433,14.06,88,0,0.0,RU,1724261818
387,puerto yuca,2.9383,-73.2083,34.66,40,8,0.79,CO,1724261820
388,al jaradiyah,16.5795,42.9124,30.74,60,94,1.15,SA,1724261821
389,bardai,11.65,7.2333,23.21,87,75,2.51,NG,1724261822
390,coronel dorrego,-38.7187,-61.2873,5.13,94,100,4.94,AR,1724261823
391,filey,54.21,-0.2892,17.1,76,100,3.13,GB,1724261824
392,arica,-18.475,-70.3042,17.13,77,100,5.14,CL,1724261647
393,zemio,5.0314,25.1361,19.61,99,100,1.39,CF,1724261827
394,uige,-7.6087,15.0613,25.49,42,66,2.66,AO,1724261828
395,olyokminsk,60.3736,120.4264,12.59,96,29,1.63,RU,1724261829
396,galveston,29.3669,-94.9669,36.12,63,68,4.18,US,1724261757
397,chinde,26.8212,87.7095,25.07,88,61,0.87,NP,1724261831
398,tobruk,32.0836,23.9764,27.73,75,0,3.83,LY,1724261832
399,holdrege,40.4403,-99.3698,27.36,69,0,4.63,US,1724261834
400,flin flon,54.7682,-101.865,23.91,78,75,2.06,CA,1724261835
401,kencong,-8.2833,113.3667,21.4,93,63,1.14,ID,1724261836
402,whakatane,-37.9585,176.9854,5.28,99,19,0.45,NZ,1724261837
403,crane,31.3974,-102.3501,38.36,15,3,5.76,US,1724261838
404,tindouf,27.6711,-8.1474,43.25,15,40,2.06,DZ,1724261839
405,sisimiut,66.9395,-53.6735,5.11,83,88,4.37,GL,1724261841
406,tefe,-3.3542,-64.7114,34.06,52,20,3.09,BR,1724261842
407,phan rang-thap cham,11.5667,108.9833,25.16,90,72,1.56,VN,1724261843
408,okahandja,-21.9833,16.9167,20.88,11,1,0.66,NA,1724261844
409,at taj,24.2049,23.2857,37.99,13,0,3.61,LY,1724261845
410,floro,61.5996,5.0328,14.98,72,75,10.8,NO,1724261846
411,key west,24.5557,-81.7826,32.0,66,20,2.57,US,1724261847
412,betio village,1.358,172.9211,27.02,67,38,5.68,KI,1724261849
413,guerrero negro,27.9769,-114.0611,28.85,49,9,2.48,MX,1724261850
414,pandan,14.0453,124.1694,26.91,88,71,1.55,PH,1724261851
415,douentza,14.9951,-2.9517,30.97,53,100,6.28,ML,1724261852
416,labytnangi,66.6572,66.4183,10.72,80,76,2.99,RU,1724261856
417,mariental,-24.6333,17.9667,23.91,9,9,4.16,NA,1724261857
418,el bauga,18.262,33.9081,39.15,17,87,6.75,SD,1724261858
419,inirida,3.8653,-67.9239,36.64,37,13,0.34,CO,1724261859
420,esquel,-42.9,-71.3167,5.32,62,59,1.19,AR,1724261860
421,vyazemskiy,47.5378,134.7525,20.91,95,100,1.89,RU,1724261862
422,yigo village,13.5361,144.8886,27.16,84,40,4.63,GU,1724261864
423,quellon,-43.1167,-73.6167,8.14,77,89,2.08,CL,1724261865
424,lihue,21.9789,-159.3672,25.77,81,75,6.69,US,1724261866
425,orivesi,61.6777,24.3572,18.75,72,10,3.13,FI,1724261867
426,tigwav,18.4314,-72.8669,30.69,65,22,1.69,HT,1724261869
427,bengkulu,-3.8004,102.2655,24.8,89,50,4.0,ID,1724261870
428,avallon,47.4833,3.9,17.25,65,52,1.4,FR,1724261871
429,xinzhi,36.4989,111.7047,25.4,56,33,1.45,CN,1724261872
430,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,66,40,2.06,BR,1724261873
431,mitu,1.1983,-70.1733,36.89,32,14,0.26,CO,1724261874
432,nieves,15.3274,120.9485,25.59,89,94,1.14,PH,1724261876
433,mersing,2.4312,103.8405,25.95,89,20,2.57,MY,1724261877
434,scottburgh,-30.2867,30.7532,20.26,77,3,12.91,ZA,1724261878
435,minas de marcona,-15.2119,-75.1103,13.78,74,93,9.07,PE,1724261879
436,ohara,35.25,140.3833,25.83,88,100,3.6,JP,1724261880
437,contamana,-7.3333,-75.0167,38.01,28,18,2.22,PE,1724261881
438,severo-yeniseyskiy,60.3725,93.0408,10.68,97,98,1.46,RU,1724261882
439,alesund,62.4723,6.1549,16.16,77,20,3.09,NO,1724261884
440,castillos,-34.1667,-53.8333,14.44,98,100,4.38,UY,1724261885
441,kasongo,-4.45,26.6667,27.72,23,91,1.16,CD,1724261886
442,horta,38.5333,-28.6333,27.8,77,20,3.13,PT,1724261887
443,harare,-17.8294,31.0539,18.23,36,0,2.7,ZW,1724261888
444,east london,-33.0153,27.9116,14.52,67,20,12.35,ZA,1724261889
445,kattivakkam,13.2167,80.3167,29.52,85,100,6.23,IN,1724261891
446,wewak,-3.5534,143.6268,26.07,89,81,5.0,PG,1724261892
447,caraballeda,10.6112,-66.8522,30.04,70,19,4.12,VE,1724261893
448,ust'-uda,54.1742,103.0304,13.84,77,19,1.0,RU,1724261894
449,trondheim,63.4305,10.3951,15.03,93,100,0.89,NO,1724261699
450,siquirres,10.0975,-83.5066,28.73,80,96,1.88,CR,1724261898
451,henderson,36.0397,-114.9819,38.71,9,0,7.72,US,1724261899
452,teonthar,24.9833,81.65,28.74,80,100,2.13,IN,1724261900
453,iquique,-20.2208,-70.1431,16.81,80,19,6.08,CL,1724261901
454,comodoro rivadavia,-45.8667,-67.5,5.92,87,100,5.14,AR,1724261638
455,cockburn town,21.4612,-71.1419,33.98,62,40,7.2,TC,1724261905
456,mwinilunga,-11.7358,24.4293,20.14,25,83,1.74,ZM,1724261906
457,fortuna,40.5982,-124.1573,20.19,76,40,4.63,US,1724261907
458,dinard,48.6314,-2.0614,20.91,56,0,3.09,FR,1724261908
459,xining,36.6167,101.7667,15.25,56,49,1.41,CN,1724261755
460,fredericton,45.9454,-66.6656,18.58,91,100,5.14,CA,1724261688
461,fonte boa,-2.4959,-66.2662,38.32,25,8,0.62,BR,1724261912
462,farah,32.5,62.5,27.62,12,0,1.76,AF,1724261913
463,san antonio de pale,-1.4014,5.6325,23.33,77,45,2.81,GQ,1724261914
464,banda aceh,5.5577,95.3222,26.34,82,100,2.92,ID,1724261915
465,kyzylorda,44.8528,65.5092,20.01,56,0,3.0,KZ,1724261916
466,rongelap,11.1635,166.8941,27.91,79,39,4.85,MH,1724261917
467,bondo,3.8146,23.6866,19.61,99,100,1.15,CD,1724261919
468,moengo,5.6167,-54.4,36.66,34,39,1.37,SR,1724261920
469,newman,37.3138,-121.0208,30.47,22,0,1.42,US,1724261921
470,tutoia,-2.7619,-42.2744,28.35,69,6,6.48,BR,1724261922
471,zaragoza,41.6561,-0.8773,32.25,29,0,2.06,ES,1724261783
472,sinop,41.7711,34.8709,23.44,48,76,2.4,TR,1724261924
473,khandyga,62.6667,135.6,10.66,81,88,0.47,RU,1724261925
474,goderich,43.7501,-81.7165,19.18,55,8,5.66,CA,1724261927
475,dakhla,23.6848,-15.958,24.01,78,49,8.75,EH,1724261929
476,mejit,10.2753,170.8646,27.84,76,82,5.01,MH,1724261930
477,nema,57.5067,50.5011,13.74,82,30,4.21,RU,1724261931
478,banda,25.4833,80.3333,29.42,79,100,1.61,IN,1724261932
479,hanzhong,33.0728,107.0303,24.09,81,5,0.46,CN,1724261934
480,conception bay south,47.4999,-52.9981,23.53,93,75,5.66,CA,1724261935
481,longboat key,27.4125,-82.659,32.22,75,100,4.63,US,1724261936
482,yasothon,15.75,104.1333,26.94,85,100,2.46,TH,1724261937
483,ulsteinvik,62.3432,5.8487,16.5,67,75,2.68,NO,1724261921
484,kargasok,59.0556,80.8572,12.68,91,99,2.91,RU,1724261939
485,nar'yan-mar,67.6713,53.087,6.86,94,57,2.91,RU,1724261940
486,nadym,65.5333,72.5167,12.32,71,11,2.97,RU,1724261942
487,santos dumont,-21.4567,-43.5525,27.78,23,0,3.31,BR,1724261943
488,mahavelona,-17.6848,49.5087,19.97,87,12,5.06,MG,1724261944
489,kristiansund,63.1115,7.732,16.18,72,40,2.57,NO,1724261945
490,chumphon,10.3333,98.8333,23.18,97,100,0.95,TH,1724261946
491,ain sukhna,29.6002,32.3167,30.45,50,0,3.66,EG,1724261947
492,harrisburg,40.2737,-76.8844,22.6,52,40,5.81,US,1724261705
493,lamu,-2.2717,40.902,24.64,80,10,6.89,KE,1724261950
494,tadine,-21.55,167.8833,18.17,78,87,5.03,NC,1724261951
495,syanno,54.8106,29.7069,22.31,70,87,3.81,BY,1724261952
496,seminole,28.7086,-81.2081,33.2,77,33,0.89,US,1724261953
497,lira,2.235,32.9097,18.45,94,98,2.13,UG,1724261954
498,trujillo,-8.116,-79.03,16.98,88,100,3.6,PE,1724261426
499,bonnyrigg,55.8733,-3.1051,15.81,83,100,8.75,GB,1724261957
500,yola,9.2,12.4833,27.33,67,99,2.4,NG,1724261958
501,matthew town,20.95,-73.6667,31.14,65,29,7.07,BS,1724261959
502,korla,41.7597,86.1469,27.23,31,2,3.76,CN,1724261960
503,kanniyakumari,8.0833,77.5667,25.79,82,99,5.51,IN,1724261961
504,palompon,11.0508,124.3843,27.14,80,98,1.48,PH,1724261962
505,ibiapina,-3.9233,-40.8894,32.22,23,2,3.52,BR,1724261963
506,shimoda,34.6667,138.95,25.89,89,100,0.98,JP,1724261965
507,tofol,5.3248,163.0078,28.33,74,19,3.43,FM,1724261966
508,ranau,5.9538,116.6641,20.33,92,88,0.27,MY,1724261967
509,peace river,56.2501,-117.286,13.17,87,100,7.2,CA,1724261968
510,masterton,-40.9597,175.6575,4.53,97,12,1.68,NZ,1724261969
511,tsimlyansk,47.6461,42.1019,26.91,33,17,4.52,RU,1724261970
512,lata,40.1629,-8.3327,25.8,44,4,2.82,PT,1724261972
513,murashi,59.3999,48.9615,12.04,89,18,3.0,RU,1724261973
514,barra de santo antonio,-9.4047,-35.5072,25.63,77,37,4.4,BR,1724261974
515,mahina,-17.5065,-149.489,24.87,65,40,2.57,PF,1724261975
516,alotau,-10.3069,150.4462,24.13,94,100,1.53,PG,1724261977
517,sechura,-5.5569,-80.8222,17.94,84,32,6.54,PE,1724261978
518,yaren,-0.5472,166.916,28.87,68,100,7.4,NR,1724261980
519,choibalsan,48.0667,114.5,17.16,86,22,2.4,MN,1724261981
520,gonabad,34.3529,58.6837,24.58,18,0,6.02,IR,1724261982
521,ponta delgada,37.7333,-25.6667,27.4,74,20,5.66,PT,1724261983
522,ceeldheer,3.8488,47.1806,24.88,78,78,7.48,SO,1724261984
523,wailea,19.8858,-155.123,24.51,89,23,6.63,US,1724261986
524,ciudad bolivar,8.1222,-63.5497,35.66,40,31,1.29,VE,1724261987
525,laojunmiao,39.8333,97.7333,21.78,31,93,1.96,CN,1724261988
526,sola,-13.8833,167.55,25.59,79,13,11.69,VU,1724261989
527,krasnovishersk,60.4078,57.082,13.03,98,97,2.58,RU,1724261990
528,narrabri,-30.3167,149.7833,10.85,91,94,1.15,AU,1724261991
529,mokopane,-24.1944,29.0097,19.25,19,0,0.54,ZA,1724261993
530,pisco,-13.7,-76.2167,20.03,68,0,6.69,PE,1724261994
531,zaozhuang,34.8647,117.5542,23.44,90,3,1.74,CN,1724261995
532,aripuana,-9.1667,-60.6333,39.38,16,10,2.18,BR,1724261996
533,kalmunai,7.4167,81.8167,24.73,91,100,1.06,LK,1724261997
534,torghay,49.6339,63.4981,22.36,50,90,1.51,KZ,1724261998
535,arti,56.4234,58.5328,10.36,98,98,2.82,RU,1724262000
536,tsiombe,-25.3,45.4833,18.96,65,0,2.96,MG,1724262001
537,chapaev,50.2,51.1667,23.88,49,31,3.86,KZ,1724262002
538,flying fish cove,-10.4217,105.6791,24.82,88,100,5.66,CX,1724262003
539,ugoofaaru,5.6667,73.0,27.83,78,98,6.95,MV,1724262004
540,hue,16.4667,107.6,29.06,70,40,2.06,VN,1724262005
541,umm kaddadah,13.6017,26.6876,31.29,46,94,7.57,SD,1724262007
542,kokopo,-4.352,152.2633,26.03,84,54,5.97,PG,1724262008
543,noosa heads,-26.3833,153.15,17.04,91,78,3.41,AU,1724262009
544,nuku'alofa,-21.1333,-175.2,22.19,94,40,4.12,TO,1724262011
545,yepocapa,14.5042,-90.9569,24.32,66,7,2.63,GT,1724262012
546,moose jaw,50.4001,-105.5344,22.14,53,75,5.66,CA,1724262014
547,vernon,50.2581,-119.2691,22.18,43,32,1.54,CA,1724261940
548,fallon,39.4735,-118.7774,25.62,23,0,1.43,US,1724262016
549,kolokani,13.5728,-8.0339,26.99,76,69,2.41,ML,1724262018
550,joensuu,62.6012,29.7632,18.27,52,0,5.14,FI,1724262020
551,yarmouth,41.7057,-70.2286,23.03,60,40,6.17,US,1724262021
552,boyolangu,-8.1181,111.8935,21.23,95,87,1.75,ID,1724262022
553,thunder bay,48.4001,-89.3168,21.99,64,20,1.54,CA,1724262023
554,port augusta,-32.5,137.7667,11.91,88,86,1.86,AU,1724262024
